ktax.id	tax.id	kegg.code	scientific.name	common.name	entrez.gnodes	kegg.geneid	ncbi.geneid	ncbi.proteinid	uniprot
T03747	573	kpnu	Klebsiella pneumoniae 34618		0	LI86_00585	NA	AJB73780	W9B190
T05281	573	kpnk	Klebsiella pneumoniae Kp52.145		0	BN49_1433	NA	CDO13189	W9B4N9
T01170	244366	kva	Klebsiella variicola At-22		0	Kvar_0074	NA	ADC56006	NA
T00772	244366	kpe	Klebsiella variicola 342		0	KPK_0654	NA	ACI11098	B5XU29
T03368	244366	kpk	Klebsiella variicola KP5-1		0	A593_04380	NA	AID99815	A0A087FSB8
T03531	244366	kvd	Klebsiella variicola DX120E		0	KR75_17830	NA	AJA96645	A0A0B7G9C3
T03641	244366	kvq	Klebsiella variicola DSM 15968		0	SP68_01825	NA	AJE88049	A0A2V3KRB8
T01681	1134687	kox	Klebsiella michiganensis KCTC 1686		0	KOX_27220	NA	AEX07151	A0A0H3HKH4
T02173	1134687	koe	Klebsiella michiganensis E718		0	A225_4343	NA	AFN33641	NA
T03188	1134687	koy	Klebsiella michiganensis HKOPL1		0	J415_20795	NA	AHW89580	NA
T03349	1134687	kom	Klebsiella michiganensis M1		0	HR38_15345	NA	AIE69771	A0A8I1BL28
T03782	1134687	kmi	Klebsiella michiganensis RC10		0	VW41_20440	NA	AJZ91219	NA
T03269	571	kok	Klebsiella oxytoca KONIH1		0	KONIH1_21430	NA	AID91549	NA
T04534	571	koc	Klebsiella oxytoca CAV1374		0	AB185_05590	NA	AKL33415	NA
T04389	1463165	kqu	Klebsiella quasipneumoniae		0	AVR78_07145	NA	AMR14133	A0A0J4QE92
T01529	548	eae	Klebsiella aerogenes KCTC 2190		0	EAE_01895	NA	AEG95314	A0A0H3FKE9
T02447	548	ear	Klebsiella aerogenes EA1509E		0	CCG30039	NA	CCG30039	NA
T05116	2026240	kqv	Klebsiella quasivariicola		0	B8P98_26290	NA	ASV22545	NA
T05751	1905288	kll	Klebsiella sp. LTGPAF-6F		0	BJF97_20725	NA	AOV13326	A0A1D8JXC7
T05915	2153354	klw	Klebsiella huaxiensis		0	DA718_23565	NA	QBG09931	NA
T07696	2489010	kar	Klebsiella africana		0	LGL98_22805	NA	UDD39973	NA
T07992	2058152	kgr	Klebsiella grimontii		0	JJJ10_17750	NA	QTP38300	NA
T02625	54291	ror	Raoultella ornithinolytica B6		0	RORB6_06435	NA	AGJ85980	NA
T03629	54291	ron	Raoultella ornithinolytica S12		0	TE10_03010	NA	AJF71095	A0A4V6NU66
T05298	575	rpln	Raoultella planticola		0	B1209_26140	NA	AUV55687	A0A2X2EB12
T05540	2259647	rao	Raoultella sp. X13		0	DSD31_11235	NA	AXC30002	A0A808YAB4
T06046	577	rtg	Raoultella terrigena		0	NCTC13098_05710	NA	VDR29304	A0A3P8J4W1
T06174	1259973	ree	Raoultella electrica		0	electrica_01311	NA	QDI07504	A0A514ENA7
T01145	67825	cro	Citrobacter rodentium		0	ROD_39451	NA	CBG90648	D2TV24
T00592	545	cko	Citrobacter koseri		0	CKO_04800	NA	ABV15845	A8AQT2
T03077	546	cfd	Citrobacter freundii		0	CFNIH1_07635	NA	AHY11384	NA
T04825	57706	cbra	Citrobacter braakii		0	A6J81_12865	NA	ARC41539	NA
T05129	67827	cwe	Citrobacter werkmanii		0	CO701_17290	NA	ATF50743	NA
T05526	133448	cyo	Citrobacter youngae		0	CD187_03700	NA	AWV25401	NA
T06238	1639133	cpot	Citrobacter portucalensis		0	FOB25_15490	NA	QET57746	NA
T06381	2077147	cfq	Citrobacter freundii complex sp. CFNIH3		0	C2U38_18300	NA	AUV27406	A0A2I8S9T9
T07832	67826	csed	Citrobacter sedlakii		0	JY391_06965	NA	QUC31464	NA
T03934	35703	cama	Citrobacter amalonaticus Y19		0	F384_13210	NA	AKE59447	A0A0F6TVF3
T04738	35703	caf	Citrobacter amalonaticus FDAARGOS_165		0	AL524_13340	NA	AMG53991	A0A381GG83
T04313	1702170	cif	Citrobacter sp. FDAARGOS_156		0	AL515_01570	NA	AMH12625	NA
T05012	67824	cfar	Citrobacter farmeri		0	CI104_21165	NA	AST82349	NA
T05324	1920110	cir	Citrobacter sp. CFNIH10		0	C2U53_27415	NA	AUZ67257	A0A3S7DE39
T05520	1703250	cie	Citrobacter sp. CRE-46		0	AN232_02905	NA	AWS94264	A0A2Z3X0N9
T05874	1563222	cpar	Citrobacter pasteurii		0	CUC49_02365	NA	AYL60579	A0A809GAJ0
T07059	2653932	ctel	Citrobacter telavivensis		0	GBC03_08915	NA	QFS70321	NA
T07250	2562449	citz	Citrobacter tructae		0	E4Z61_21700	NA	QBX82831	A0A4P7J8D2
T07503	2546350	cars	Citrobacter arsenatis		0	E1B03_02465	NA	QBM21353	A0A4P6WH00
T00138	203907	bfl	Candidatus Blochmannia floridanus		0	Bfl393	NA	CAD83459	Q7VR31
T00272	101534	bpn	Candidatus Blochmannia pennsylvanicus		0	BPEN_335	NA	AAZ40961	Q492Y2
T01398	251535	bva	Candidatus Blochmannia vafer		0	BVAF_164	NA	ADV33571	E8Q5S4
T02430	251542	bchr	Candidatus Blochmannia chromaiodes		0	BCHRO640_170	NA	AGC03451	L0MWN8
T03906	1505597	ben	Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus 757		0	BOBLI757_539	NA	AKC60682	A0A0E3U4A7
T03907	1505596	bed	Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri 675		0	BTURN675_318	NA	AKC59894	A0A0E3Y8A3
T07558	2681987	bec	Blochmannia endosymbiont of Colobopsis nipponica		0	GN160_03115	NA	QOI10985	NA
T00911	138072	hde	Candidatus Hamiltonella defensa (Acyrthosiphon pisum)		0	HDEF_1196	NA	ACQ67855	C4K5L2
T02199	1199245	sect	Secondary endosymbiont of Ctenarytaina eucalypti		0	A359_07920	NA	AFP85161	J3VT70
T02336	134287	sehc	Secondary endosymbiont of Heteropsylla cubana		0	A35E_00452	NA	AFP85746	J3VUD3
T04494	1835721	senm	Secondary endosymbiont of Trabutina mannipara		0	TRABTM_A_00770	NA	SBT81942	A0A1C3L3T7
T01218	401619	rip	Candidatus Riesia pediculicola		0	RIEPE_0305	NA	ADD79562	D4G899
T04782	1719125	rig	Candidatus Riesia sp. GBBU		0	AOQ88_00570	NA	ARC54758	A0A1V0HPL2
T01562	1048758	men	Candidatus Moranella endobia PCIT		0	MEPCIT_449	NA	AEI75067	F7XY91
T02613	1048758	meo	Candidatus Moranella endobia PCVAL		0	MPC_370	NA	AGJ61378	NA
T02111	563	ebt	Shimwellia blattae		0	EBL_c32030	NA	AFJ48266	I2BCL2
T03298	158822	cnt	Cedecea neteri SSMD04		0	JT31_08960	NA	AIR04737	A0A089PWJ6
T03328	158822	cem	Cedecea neteri M006		0	LH23_03700	NA	AIR59786	NA
T03337	158822	cen	Cedecea neteri ND14a		0	LH86_09665	NA	AIR65344	A0A089RDF7
T05810	158823	clap	Cedecea lapagei		0	NCTC11466_04574	NA	VEC02040	A0A3S4JF52
T03300	61647	pge	Pluralibacter gergoviae		0	LG71_00410	NA	AIQ98452	A0A806NNE3
T01342	1334193	esc	Enterobacter lignolyticus SCF1		0	Entcl_3623	NA	ADO49864	E3G967
T04198	1334193	kle	Enterobacter lignolyticus G5		0	AO703_03180	NA	ALR75340	A0A806X1Z2
T03601	1158459	ksa	Kosakonia sacchari		0	C813_23300	NA	AHJ77316	NA
T04433	497725	kor	Kosakonia oryzae		0	AWR26_16060	NA	ANI83597	NA
T04579	283686	krd	Kosakonia radicincitans		0	A3780_22965	NA	APG20283	NA
T04691	208223	kco	Kosakonia cowanii		0	BWI95_17745	NA	APZ06752	A0A807LND0
T05734	2492396	kot	Kosakonia sp. CCTCC M2018092		0	EH164_08390	NA	AZI87068	NA
T06897	1646340	kpse	Kosakonia pseudosacchari		0	IP581_04865	NA	QOV64999	NA
T04930	2774055	kgo	Kluyvera genomosp. 3		0	CEW81_06630	NA	ASG62969	A0A248KHG2
T06042	61648	kie	Kluyvera intermedia		0	NCTC12125_00362	NA	VDZ82317	NA
T06881	51288	kas	Kluyvera ascorbata		0	KATP_11140	NA	BCA38592	NA
T04149	168169	icp	Candidatus Ishikawaella capsulata		0	ICMP_420	NA	BAH83273	C5WD67
T04232	83655	lax	Leclercia adecarboxylata		0	APT61_05850	NA	ALZ95549	A0A5P6HC96
T05297	1920114	lei	Leclercia sp. LSNIH1		0	C2U54_08915	NA	AUU84124	A0A2I8NRY7
T05316	1920116	leh	Leclercia sp. LSNIH3		0	C3F35_13585	NA	AUY39733	NA
T05987	2282309	lee	Leclercia sp. W17		0	DVA44_06300	NA	AXF63774	A0A345C7L9
T06321	2681309	ler	Leclercia sp. Colony189		0	GNG29_03440	NA	QGW15633	NA
T06440	2681307	lea	Leclercia sp. J807		0	GNG26_03760	NA	QGU09516	NA
T08189	2815358	lpnu	Leclercia pneumoniae		0	KQ929_03155	NA	QWW80273	NA
T04400	61646	laz	Lelliottia amnigena		0	A8A57_18170	NA	ANG94225	A0A1A9FG81
T05035	1907578	lef	Lelliottia jeotgali		0	LJPFL01_3197	NA	ASV56560	NA
T05398	2153385	lew	Lelliottia sp. WB101		0	DAI21_20345	NA	AVY99834	NA
T05676	2479367	buf	Buttiauxella sp. 3AFRM03		0	D8682_07890	NA	AYN26909	A0A3G2ICG1
T06676	82977	bage	Buttiauxella agrestis		0	BADSM9389_05980	NA	BCG07967	NA
T08104	82989	bft	Buttiauxella ferragutiae		0	MNO13_06895	NA	UNK62650	NA
T03624	1410383	sbw	Candidatus Tachikawaea gelatinosa		0	TGUWTKB_5520	NA	BAP58778	A0A090AJZ2
T04480	1778262	den	Candidatus Doolittlea endobia		0	MHIR_DE00418	NA	CUX96693	A0A143WSN4
T04484	1778263	hed	Candidatus Hoaglandella endobia		0	TPER_HE00194	NA	CUX97132	A0A143WU65
T04502	1070130	ged	Candidatus Gullanella endobia		0	FVIR_GE00108	NA	CUX95875	A0A143WQ47
T04510	1778264	cmik	Candidatus Mikella endobia		0	PMARG_ME00199	NA	CUX95885	A0A143WQ62
T05580	472834	ppet	Candidatus Purcelliella pentastirinorum		0	C9I82_325	NA	AXN02289	A0A346DZY4
T07463	2871826	sym	Symbiopectobacterium purcellii		0	K6K13_01490	NA	QZN96188	NA
T07601	1345117	apin	Candidatus Annandia pinicola		0	GFK87_00228	NA	UDG80437	NA
T05735	2487150	mety	Metakosakonia sp. MRY16-398		0	MRY16398_43190	NA	BBE79263	A0A348DIE6
T05790	565	ahn	Atlantibacter hermannii		0	NCTC12129_02169	NA	VDZ73062	A0A447LMW6
T08300	255519	asub	Atlantibacter subterranea		0	NLZ15_09295	NA	UTJ49180	NA
T06519	158877	yre	Yokenella regensburgei		0	HEC60_23430	NA	QIU92071	A0A6H0KFA5
T06630	1851514	sgoe	Scandinavium goeteborgense		0	A8O29_002220	NA	QKN80163	NA
T03950	1972431	kin	Phytobacter ursingii		0	AB182_04500	NA	AKL10626	A0A0G3Q4D0
T06586	395631	pdz	Phytobacter diazotrophicus		0	HHA33_07420	NA	QJF16386	NA
T05975	2579935	izh	Jejubacter calystegiae		0	FEM41_23250	NA	QCT22352	A0A4P8YTU7
T07286	1177216	ptf	Candidatus Profftia tarda		0	PROFFT_A_03290	NA	CAD6509996	A0A8E4F1R5
T07821	1987921	plar	Candidatus Profftia lariciata		0	GII40_00131	NA	UDG81355	NA
T07486	1081631	sny	Candidatus Schneideria nysicola		0	KEC38_00555	NA	UAJ66317	NA
T04378	703	pshi	Plesiomonas shigelloides		0	SAMEA2665130_2708	NA	SBT62154	A0A379CSA1
T07750	2891570	psgc	Pseudocitrobacter sp. G163CM		0	G163CM_45700	NA	UGS43787	NA
T02431	693444	ebf	Enterobacteriaceae bacterium FGI 57		0	D782_1023	NA	AGB77054	L0LZG7
T05417	1920109	ebc	Enterobacteriaceae bacterium ENNIH2		0	C2U52_26935	NA	AUV09631	A0A2I8QTS0
T05725	2052938	ebu	Enterobacteriaceae bacterium S05		0	CUC76_02295	NA	AWB60536	A0A2S0V8K6
T03051	891974	psts	Plautia stali symbiont		0	E05_38280	NA	BAN98594	U3U1B2
T07640	2675795	eep	Enterobacteriaceae endosymbiont of Plateumaris pusilla		0	GJT83_00535	NA	QJC29409	A0A6H2F5C7
T07660	2675791	eem	Enterobacteriaceae endosymbiont of Macroplea mutica		0	GJT87_02025	NA	QJC31402	A0A6H2FB54
T00063	632	ype	Yersinia pestis CO92 (biovar Orientalis)		0	YPO0141	NA	CAL18827	A0A3N4AZM6
T00092	632	ypk	Yersinia pestis KIM10+ (biovar Mediaevalis)		0	y2975	NA	AAM86526	Q8D014
T01874	632	yph	Yersinia pestis Harbin 35 (biovar Medievalis)		0	YPC_3738	NA	ADW00180	NA
T00369	632	ypa	Yersinia pestis Antiqua (biovar Antiqua)		0	YPA_4107	NA	ABG16068	A0A0E1NSG9
T00370	632	ypn	Yersinia pestis Nepal516 (biovar Antiqua)		0	YPN_3274	NA	ABG19601	A0A0H2YM56
T00165	632	ypm	Yersinia pestis 91001 (biovar Microtus)		0	YP_0039	NA	AAS60320	Q0WKQ4
T00505	632	ypp	Yersinia pestis Pestoides F (biovar Antiqua)		0	YPDSF_0448	NA	ABP38861	A4TPK4
T00635	632	ypg	Yersinia pestis Angola		0	YpAngola_A2464	NA	ABX87266	A9R0Q7
T01210	632	ypz	Yersinia pestis Z176003		0	YPZ3_2333	NA	ADE65243	NA
T01831	632	ypt	Yersinia pestis A1122		0	A1122_02880	NA	AEL71253	NA
T01832	632	ypd	Yersinia pestis D106004		0	YPD4_3416	NA	ACY60320	NA
T01833	632	ypx	Yersinia pestis D182038		0	YPD8_2960	NA	ACY63632	NA
T03716	632	ypw	Yersinia pestis PBM19		0	CH59_3566	NA	AJI92038	A0A3G5L6P8
T03717	632	ypj	Yersinia pestis Harbin35		0	CH55_1960	NA	AJK07814	A0A3G5LAR3
T03718	632	ypv	Yersinia pestis Shasta		0	BZ15_3528	NA	AJJ51497	A0A3G5LG60
T03719	632	ypl	Yersinia pestis El Dorado		0	CH46_2423	NA	AJJ14748	A0A3G5L6P8
T00195	633	yps	Yersinia pseudotuberculosis IP 32953 (serotype I)		0	YPTB0901	NA	CAH20141	Q66DZ2
T03832	633	ypo	Yersinia pseudotuberculosis IP 32953 (serotype 1)		0	BZ17_3835	NA	AJJ56589	Q668E4
T00570	633	ypi	Yersinia pseudotuberculosis IP 31758 (serotype O:1b)		0	YpsIP31758_3318	NA	ABS48751	A0A0U1R0T1
T00665	633	ypy	Yersinia pseudotuberculosis YPIII (serotype O:3)		0	YPK_3350	NA	ACA69617	A0A0H3B6N7
T00744	633	ypb	Yersinia pseudotuberculosis PB1/+ (serotype 1B)		0	YPTS_3060	NA	ACC90017	B2KAA6
T03307	633	ypq	Yersinia pseudotuberculosis ATCC 6904		0	DJ40_986	NA	AIN14248	A0A0T9J4P9
T03677	633	ypu	Yersinia pseudotuberculosis MD67		0	BZ21_3666	NA	AJJ04598	A0A0T9JLA2
T03678	633	ypr	Yersinia pseudotuberculosis EP2/+		0	BZ20_1204	NA	AJJ08236	A0A3G5J163
T03679	633	ypc	Yersinia pseudotuberculosis 1		0	BZ23_554	NA	AJJ71999	A0A0T9JHF5
T03846	633	ypf	Yersinia pseudotuberculosis PA3606		0	BZ19_2330	NA	AJK14826	NA
T00469	630	yen	Yersinia enterocolitica subsp. enterocolitica 8081 (serotype 0:8)		0	YE0574	NA	CAL10690	A1JJA0
T01480	630	yep	Yersinia enterocolitica subsp. palearctica 105.5R(r) (serotype:O:9)		0	YE105_C0602	NA	ADZ41100	NA
T02010	630	yey	Yersinia enterocolitica subsp. palearctica Y11 (serotype:0:3)		0	Y11_17921	NA	CBY26389	A0A0H3NSY6
T03179	630	yel	Yersinia enterocolitica LC20		0	LC20_00463	NA	AHM71719	A0A7U4JZQ4
T03643	630	yew	Yersinia enterocolitica WA		0	CH47_2724	NA	AJI83544	A0A485DHH4
T03644	630	yet	Yersinia enterocolitica 2516-87		0	CH48_528	NA	AJJ28309	NA
T03890	630	yef	Yersinia enterocolitica FORC_002		0	FORC2_3216	NA	AKF39363	A0A0E8K8K6
T03739	630	yee	Yersinia enterocolitica (type O:5) YE53/03		0	YE5303_16251	NA	CCQ40327	NA
T03057	367190	ysi	Yersinia similis		0	BF17_01230	NA	AHK18138	A0A0T9QMW7
T03605	29483	yal	Yersinia aldovae		0	AT01_3807	NA	AJJ63277	NA
T03606	29484	yfr	Yersinia frederiksenii		0	AW19_3774	NA	AJI87020	NA
T03608	631	yin	Yersinia intermedia		0	CH53_406	NA	AJJ19686	A0A0T9MAU3
T03609	28152	ykr	Yersinia kristensenii		0	CH54_2016	NA	AJJ34455	A0A0T9NJV3
T03610	29485	yro	Yersinia rohdei		0	CH64_3090	NA	AJJ11477	A0A0U1HNX7
T03611	29486	yru	Yersinia ruckeri YRB		0	BD65_2903	NA	AJI96363	A0A085UAD7
T03887	29486	yrb	Yersinia ruckeri Big Creek 74 (serotype O2)		0	UGYR_05615	NA	AKA37920	A0A085UB26
T03994	263819	yak	Yersinia aleksiciae		0	ACZ76_12845	NA	AKP34361	A0A0T9UWP0
T05402	419257	yma	Yersinia massiliensis		0	DA391_16640	NA	AVX39152	A0A2R4NSQ8
T05961	2339259	yhi	Yersinia hibernica		0	D5F51_13655	NA	QAX79510	A0A481QFR3
T06446	2607663	yca	Yersinia canariae		0	F0T03_18745	NA	QHB33994	A0A857F467
T06716	33060	ymo	Yersinia mollaretii		0	HRD69_08715	NA	QKJ03076	A0A7D4PQJ4
T03592	615	smar	Serratia marcescens SM39		0	SM39_0509	NA	BAO32572	NA
T03985	615	smac	Serratia marcescens subsp. marcescens Db11		0	SMDB11_1262	NA	CDG11838	NA
T02448	615	smw	Serratia marcescens WW4		0	SMWW4_v1c47870	NA	AGE20574	NA
T00595	28151	spe	Serratia proteamaculans		0	Spro_3998	NA	ABV43093	A8GJ03
T01503	82996	srr	Serratia plymuthica AS9		0	SerAS9_0617	NA	AEF43772	NA
T02710	82996	srl	Serratia plymuthica 4Rx13		0	SOD_c07910	NA	AGO53788	NA
T02716	82996	sry	Serratia plymuthica S13		0	M621_18775	NA	AGP45544	S4YLG8
T04576	2338073	sply	Serratia inhibens		0	Q5A_018625	NA	ANS44157	A0A1B1KUP4
T01502	768490	srs	Serratia sp. AS12		0	SerAS12_3918	NA	AEF51970	NA
T02012	768493	sra	Serratia sp. AS13		0	SerAS13_2255	NA	AEG28038	A0A7U4DWN3
T01672	138074	ssz	Serratia symbiotica		0	SCc_497	NA	AEW44639	NA
T02433	671990	smaf	Serratia sp. FGI94		0	D781_1056	NA	AGB81386	L0MF87
T02740	614	slq	Serratia liquefaciens		0	M495_18080	NA	AGQ28803	NA
T03313	1327989	serf	Serratia sp. FS14		0	L085_05880	NA	AIA46627	NA
T03314	488142	sers	Serratia sp. SCBI		0	SERRSCBI_16385	NA	AIM22855	NA
T04030	47917	sfw	Serratia fonticola DSM 4576		0	WN53_25655	NA	AKG72231	A0A0F7HHC6
T04716	47917	sfg	Serratia fonticola GS2		0	AV650_07420	NA	ALX93399	NA
T04417	61652	srz	Serratia rubidaea		0	AXX16_3261	NA	AML58957	A0A448S9C0
T05290	104623	sera	Serratia sp. ATCC 39006		0	Ser39006_007570	NA	AUH04011	A0A2I5THH1
T05968	104623	serq	Serratia sp. ATCC 39006		0	CWC46_06780	NA	AUG99547	A0A2I5T4P7
T05477	2033438	serm	Serratia sp. MYb239		0	CLM71_16395	NA	AVJ18593	NA
T05941	137545	squ	Serratia quinivorans		0	E4343_14745	NA	QBX67355	NA
T06444	61651	sfj	Serratia ficaria		0	SAMEA4384070_2096	NA	SNW00207	A0A240BWP0
T06612	618	sof	Serratia odorifera		0	NCTC11214_02927	NA	VDZ58939	A0A447KT27
T06779	2741499	ssur	Serratia surfactantfaciens		0	ATE40_017710	NA	AOF00986	NA
T07185	300181	suri	Serratia ureilytica		0	J0X03_05925	NA	QSR08521	NA
T07504	2597702	srhz	Serratia rhizosphaerae		0	FO014_05970	NA	QHA86540	A0A857E986
T08209	42906	senp	Serratia entomophila		0	KHA73_06405	NA	UIW19574	NA
T02987	1639108	sfo	Chania multitudinisentens		0	Z042_14950	NA	AHG20757	W0LEQ0
T01422	2703885	rah	Rahnella aceris Y9602		0	Rahaq_3678	NA	ADW75268	A0A0H3FGP9
T07163	2703885	race	Rahnella aceris ZF458		0	JHW33_21405	NA	QQN34904	NA
T01770	34038	raq	Rahnella aquatilis CIP 78.65 = ATCC 33071		0	Rahaq2_0693	NA	AEX50619	H2IV90
T01850	34038	raa	Rahnella aquatilis HX2		0	Q7S_01290	NA	AFE56525	H8NP79
T05331	1805933	rox	Rahnella sp. ERMR1:05		0	BV494_11470	NA	AVF35508	A0A2L1URU3
T07871	1510570	rvc	Rahnella victoriana		0	J9880_12355	NA	UHM89126	NA
T05060	929813	gqu	Gibbsiella quercinecans		0	AWC35_17080	NA	ATA20915	A0A250B496
T06003	1878942	fsm	Candidatus Fukatsuia symbiotica		0	CCS41_13030	NA	AWK15185	A0A2U8IAI4
T06747	41202	eame	Ewingella americana		0	GXP68_05565	NA	QMV50875	NA
T06835	1646377	rbad	Rouxiella badensis		0	H2866_01640	NA	QOI55896	NA
T00186	29471	eca	Pectobacterium atrosepticum SCRI1043		0	ECA3898	NA	CAG76796	Q6D0A1
T03199	29471	patr	Pectobacterium atrosepticum JG10-08		0	EV46_01300	NA	AIA69260	NA
T03293	29471	pato	Pectobacterium atrosepticum 21A		0	GZ59_12280	NA	AIK13077	NA
T00934	554	pct	Pectobacterium carotovorum subsp. carotovorum PC1		0	PC1_0629	NA	ACT11684	C6D8X6
T02320	554	pcc	Pectobacterium carotovorum subsp. carotovorum PCC21		0	PCC21_030550	NA	AFR04458	NA
T03424	78398	pcv	Pectobacterium odoriferum		0	BCS7_05640	NA	AIU87711	A0A094RZT8
T01106	1905730	pwa	Pectobacterium parmentieri WPP163		0	Pecwa_3188	NA	ACX88930	NA
T04513	1905730	ppar	Pectobacterium parmentieri RNS08.42.1A		0	A8F97_21940	NA	AOR61517	A0A0H3I9H2
T02514	1905730	pec	Pectobacterium parmentieri SCC3193		0	W5S_3600	NA	AFI91669	A0A0H3ICC9
T04535	55208	pws	Pectobacterium wasabiae		0	A7983_02725	NA	AOR62199	A0A1D7YX90
T05195	2042057	ppoa	Pectobacterium polaris		0	BJK05_13415	NA	ASY80936	A0A093S5Y2
T06364	180957	pbra	Pectobacterium brasiliense		0	B5S52_04885	NA	ARA75260	A0A3S0XPK9
T06530	2108399	ppuj	Pectobacterium punjabense		0	E2566_16665	NA	QJA21425	NA
T07244	1201031	pari	Pectobacterium aroidearum		0	I2D83_06575	NA	QPI44241	NA
T07653	2204145	paqu	Pectobacterium aquaticum		0	DMB82_0019170	NA	UEM39208	NA
T07772	2488639	pvz	Pectobacterium versatile		0	OA04_41520	NA	AVT60614	NA
T07916	2778550	ppav	Pectobacterium parvum		0	LOZ86_04210	NA	UFK40086	NA
T08268	2774015	pqu	Pectobacterium quasiaquaticum		0	IG609_004285	NA	URG49791	NA
T01305	204038	ddd	Dickeya dadantii 3937		0	Dda3937_00034	NA	ADM98541	E0SCL7
T00930	556	dze	Dickeya chrysanthemi		0	Dd1591_4147	NA	ACT08943	C6CQ66
T01138	2893572	ddc	Dickeya parazeae		0	Dd586_3128	NA	ACZ77963	D2BUB6
T03567	204042	dzc	Dickeya zeae		0	W909_15355	NA	AJC67370	A0A0A8FK62
T04410	1089444	dso	Dickeya solani IPO 2222		0	A4U42_02765	NA	ANE74345	NA
T03347	1778540	ced	Dickeya fangzhongdai ND14b		0	LH89_18205	NA	AIR71046	A0A2K8QJG9
T05277	1778540	dfn	Dickeya fangzhongdai DSM 101947		0	CVE23_07385	NA	ATZ93817	A0A2K8QJW7
T05141	204039	ddq	Dickeya dianthicola		0	DDI_3273	NA	ATO34441	NA
T06021	1401087	daq	Dickeya aquatica		0	DAQ1742_03862	NA	SLM64651	A0A375AFJ3
T06188	568768	dic	Dickeya poaceiphila		0	Dpoa569_000273	NA	QDX28632	A0A5B8HZB3
T00927	69223	dda	Musicola paradisiaca		0	Dd703_2741	NA	ACS86518	C6CAM0
T05061	1109412	bgj	Brenneria goodwinii		0	AWC36_15230	NA	ATA25359	A0A0G4JRA2
T05976	55213	brb	Brenneria rubrifaciens		0	EH207_05190	NA	QCR07969	A0A4P8QR10
T06070	55210	bng	Brenneria nigrifluens		0	EH206_20195	NA	QCR06265	NA
T07407	2722756	biz	Brenneria izadpanahii		0	HC231_20090	NA	QTF09961	NA
T05623	1082704	lbq	Lonsdalea britannica		0	CKQ53_02990	NA	AXW86046	A0A1X3S3G8
T06954	1172565	lpop	Lonsdalea populi		0	I6N93_16610	NA	QPQ24152	NA
T00316	63612	sgl	Sodalis glossinidius		0	SG0866	NA	BAE74141	Q2NUN4
T03004	1239307	sod	Sodalis praecaptivus		0	Sant_1152	NA	AHF76223	W0HVP2
T03006	1486991	pes	Candidatus Sodalis pierantonius		0	SOPEG_1411	NA	AHF73643	W0HNG4
T05311	1929246	seny	Sodalis endosymbiont of Henestaris halophilus		0	HBA_0872	NA	SNC59091	A0A2C8CZR2
T08321	2697027	slig	Sodalis ligni		0	GTU79_23490	NA	QWA10185	NA
T01197	552	eam	Erwinia amylovora CFBP1430		0	EAMY_0188	NA	CBA19130	D4HUK7
T01199	552	eay	Erwinia amylovora ATCC 49946		0	EAM_0879	NA	CBJ45554	NA
T00711	338565	eta	Erwinia tasmaniensis		0	ETA_07990	NA	CAO95845	B2VD55
T01000	79967	epy	Erwinia pyrifoliae Ep1/96		0	EpC_25880	NA	CAX56367	NA
T02121	79967	epr	Erwinia pyrifoliae DSM 12163		0	EPYR_01697	NA	CAY74077	D2T9V9
T01270	182337	ebi	Erwinia billingiae		0	EbC_00440	NA	CAX57575	D8MKB9
T01935	215689	erj	Erwinia sp. Ejp617		0	EJP617_19660	NA	ADP11647	E3DI57
T04258	1619313	ege	Erwinia gerundensis		0	EM595_1758	NA	CUU23992	A0A0U5L3S4
T05618	55211	epe	Erwinia persicina		0	CI789_09465	NA	AXU95436	A0A3S7S3X4
T05981	1922217	ehd	Candidatus Erwinia haradaeae		0	ERCIPSTX3056_607	NA	VFP87616	A0A451DLL1
T06366	2681984	erwi	Erwinia sp. J780		0	GN242_18060	NA	QGU89012	A0A6I6EWN4
T07827	65700	etp	Erwinia tracheiphila		0	LU633_07005	NA	UIA97617	NA
T00036	9	buc	Buchnera aphidicola APS (Acyrthosiphon pisum)		0	BU541	NA	BAB13233	P57606
T00820	9	bap	Buchnera aphidicola 5A (Acyrthosiphon pisum)		0	BUAP5A_140	NA	ACL30515	B8D8U3
T00821	9	bau	Buchnera aphidicola Tuc7 (Acyrthosiphon pisum)		0	BUAPTUC7_167	NA	ACL29988	B8D7V4
T01826	9	baw	Buchnera aphidicola JF98 (Acyrthosiphon pisum)		0	CWU_02730	NA	ADP67901	NA
T02354	9	bajc	Buchnera aphidicola JF99 (Acyrthosiphon pisum)		0	CWS_01370	NA	ADP67237	NA
T01828	9	bua	Buchnera aphidicola LL01 (Acyrthosiphon pisum)		0	CWO_02570	NA	ADP66291	NA
T01829	9	bup	Buchnera aphidicola TLW03 (Acyrthosiphon pisum)		0	CWQ_00955	NA	ADP66572	NA
T01825	9	bak	Buchnera aphidicola Ak (Acyrthosiphon kondoi)		0	BAKON_169	NA	AEO08528	G2LMP0
T01830	9	buh	Buchnera aphidicola Ua (Uroleucon ambrosiae)		0	BUAMB_167	NA	AEO07991	G2LP54
T03020	9	bapf	Buchnera aphidicola F009 (Myzus persicae)		0	BUMPF009_CDS00390	NA	AHG61894	NA
