ktax.id	tax.id	kegg.code	scientific.name	common.name	entrez.gnodes	kegg.geneid	ncbi.geneid	ncbi.proteinid	uniprot
T01001	9606	hsa	Homo sapiens	human	1	353	353	NP_000476	P07741
T01005	9598	ptr	Pan troglodytes	chimpanzee	1	101059613	101059613	XP_003952370	H2RE07
T02283	9597	pps	Pan paniscus	bonobo	1	100985560	100985560	XP_003817035	A0A2R9CEE2
T02442	9593	ggo	Gorilla gorilla gorilla	western lowland gorilla	1	109023675	109023675	XP_018867613	G3QVP9
T01416	9601	pon	Pongo abelii	Sumatran orangutan	1	100446315	100446315	XP_002815139	A0A2J8XPU0
T03265	61853	nle	Nomascus leucogenys	northern white-cheeked gibbon	1	100584339	100584339	XP_003259252	G1RGC0
T01028	9544	mcc	Macaca mulatta	rhesus monkey	1	694368	694368	NP_001247879	A0A1D5QNV6
T02918	9541	mcf	Macaca fascicularis	crab-eating macaque	1	102120445	102120445	XP_045233303	A0A2K5U243
T04361	60711	csab	Chlorocebus sabaeus	green monkey	1	103237238	103237238	XP_007999446	A0A0D9R8W5
T07242	9531	caty	Cercocebus atys	sooty mangabey	1	105578590	105578590	XP_011899911	A0A2K5LR05
T07474	9555	panu	Papio anubis	olive baboon	1	101024846	101024846	XP_003908129	A0A096N867
T08041	9565	tge	Theropithecus gelada	gelada	1	112625130	112625130	XP_025242128	NA
T03989	61622	rro	Rhinopithecus roxellana	golden snub-nosed monkey	1	104658102	104658102	XP_010356336	A0A2K6QJ78
T04641	61621	rbb	Rhinopithecus bieti	black snub-nosed monkey	1	108526644	108526644	XP_017722976	A0A2K6MXB2
T07225	54180	tfn	Trachypithecus francoisi	Francois's langur	1	117092925	117092925	XP_033083113	NA
T07491	591936	pteh	Piliocolobus tephrosceles	Ugandan red Colobus	1	111536633	111536633	XP_023058787	NA
T03264	9483	cjc	Callithrix jacchus	white-tufted-ear marmoset	1	100408933	100408933	XP_017833310	U3BBY6
T04350	27679	sbq	Saimiri boliviensis boliviensis	Bolivian squirrel monkey	1	101048728	101048728	XP_010329067	A0A2K6TKV9
T07836	1868482	csyr	Carlito syrichta	Philippine tarsier	1	103259540	103259540	XP_008055389	A0A1U7TC37
T07238	30608	mmur	Microcebus murinus	gray mouse lemur	1	105868789	105868789	XP_012615347	A0A8B7G191
T08326	9447	lcat	Lemur catta	Ring-tailed lemur	1	123633230	123633230	XP_045400256	NA
T07855	30611	oga	Otolemur garnettii	small-eared galago	1	100963741	100963741	XP_012662160	H0WR69
T01002	10090	mmu	Mus musculus	house mouse	1	224794	224794	NP_950181	Q8BTJ4
T05910	10089	mcal	Mus caroli	Ryukyu mouse	1	110311373	110311373	XP_021040289	A0A6P5R5W7
T05929	10093	mpah	Mus pahari	shrew mouse	1	110331475	110331475	XP_021067774	NA
T01003	10116	rno	Rattus norvegicus	rat	1	85496	85496	NP_445987	Q924C3
T07224	35658	mcoc	Mastomys coucha	southern multimammate mouse	1	116081000	116081000	XP_031213571	NA
T05884	10047	mun	Meriones unguiculatus	Mongolian gerbil	1	110555924	110555924	XP_021505093	NA
T02813	10029	cge	Cricetulus griseus	Chinese hamster	1	100765914	100765914	XP_027280119	G3HBD4
T08306	10036	maua	Mesocricetus auratus	golden hamster	1	101839337	101839337	XP_040612653	A0A1U7QA35
T07241	10041	pleu	Peromyscus leucopus	white-footed mouse	1	114696204	114696204	XP_028729615	NA
T08307	111838	morg	Microtus oregoni	creeping vole	1	121442982	121442982	XP_041500586	NA
T08327	1047088	aamp	Arvicola amphibius	Eurasian water vole	1	119820783	119820783	XP_038195318	NA
T03372	1026970	ngi	Nannospalax galili	Upper Galilee mountains blind mole rat	1	103740086	103740086	XP_008838861	NA
T02812	10181	hgl	Heterocephalus glaber	naked mole-rat	1	101701391	101701391	XP_004834052	G5BZV1
T07777	10141	cpoc	Cavia porcellus	domestic guinea pig	1	100302668	100302668	XP_005003828	A0A286XNF0
T04791	51338	ccan	Castor canadensis	American beaver	1	109690593	109690593	XP_020025629	A0A250YKQ6
T07834	10020	dord	Dipodomys ordii	Ord's kangaroo rat	1	105983604	105983604	XP_012869004	A0A1S3EYI7
T07891	105255	dsp	Dipodomys spectabilis	banner-tailed kangaroo rat	1	122107372	122107372	XP_042534980	NA
T08117	30640	ncar	Neosciurus carolinensis	gray squirrel	1	124961749	124961749	XP_047376659	NA
T03373	9986	ocu	Oryctolagus cuniculus	rabbit	1	100345823	100345823	XP_002708776	G1SRW2
T07609	9978	opi	Ochotona princeps	American pika	1	101529036	101529036	XP_004584364	NA
T02978	246437	tup	Tupaia chinensis	Chinese tree shrew	1	102473823	102473823	XP_014444830	NA
T01007	9612	cfa	Canis lupus familiaris	dog	1	610721	610721	XP_038313335	Q4ZHR9
T05911	9627	vvp	Vulpes vulpes	red fox	1	112912730	112912730	XP_025845147	A0A3Q7RHE1
T07435	494514	vlg	Vulpes lagopus	Arctic fox	1	121499597	121499597	XP_041626345	NA
T01329	9646	aml	Ailuropoda melanoleuca	giant panda	1	100478405	100478405	XP_034525971	G1MET3
T03271	29073	umr	Ursus maritimus	polar bear	1	103666427	103666427	XP_008692670	A0A384CE39
T05909	9644	uah	Ursus arctos horribilis	North American brown bear	1	113268055	113268055	XP_026372196	A0A3Q7WGM5
T07931	9643	uar	Ursus americanus	American black bear	1	123792107	123792107	XP_045653252	NA
T05871	34882	elk	Enhydra lutris kenyoni	northern sea otter	1	111146225	111146225	XP_022357387	A0A2Y9J8U8
T08100	9657	llv	Lutra lutra	Eurasian river otter	1	125093752	125093752	XP_047575339	NA
T07239	9668	mpuf	Mustela putorius furo	domestic ferret	1	101692380	101692380	XP_004740263	M3YTA2
T05148	9707	oro	Odobenus rosmarus divergens	Pacific walrus	1	105757063	105757063	XP_004395264	A0A2U3VK42
T07240	34886	eju	Eumetopias jubatus	Steller sea lion	1	114217020	114217020	XP_027969561	NA
T07874	9704	zca	Zalophus californianus	California sea lion	1	113937113	113937113	XP_027476618	A0A6J2FE59
T07472	9715	mlx	Mirounga leonina	Southern elephant seal	1	118026715	118026715	XP_034885599	NA
T02385	9685	fca	Felis catus	domestic cat	1	101096963	101096963	XP_004001169	M3WDE5
T07555	1608482	pyu	Puma yagouaroundi	jaguarundi	1	121030756	121030756	XP_040331415	NA
T07574	37029	pbg	Prionailurus bengalensis	leopard cat	1	122475116	122475116	XP_043422742	NA
T02988	9694	ptg	Panthera tigris altaica	Amur tiger	1	102957567	102957567	XP_015391742	NA
T06062	9691	ppad	Panthera pardus	leopard	1	109245538	109245538	XP_019268485	A0A6P4T454
T04657	32536	aju	Acinonyx jubatus	cheetah	1	106983671	106983671	XP_026912610	A0A6J1Z8G2
T07257	95912	hhv	Hyaena hyaena	striped hyena	1	120228713	120228713	XP_039083196	NA
T01008	9913	bta	Bos taurus	cow	1	512320	512320	NP_001069028	Q1JPK7
T02919	72004	bom	Bos mutus	wild yak	1	102285947	102285947	XP_014336632	L8HVT5
T04792	9915	biu	Bos indicus	zebu cattle	1	109560492	109560492	XP_019818354	A0A6P5BYH1
T05912	89462	bbub	Bubalus bubalis	water buffalo	1	102395326	102395326	XP_044789572	NA
T02910	9925	chx	Capra hircus	goat	1	102177346	102177346	XP_005686406	A0A452G177
T03117	9940	oas	Ovis aries	sheep	1	101112667	101112667	XP_027833621	A0A6P7ER41
T07255	59534	oda	Oryx dammah	scimitar-horned oryx	1	120864327	120864327	XP_040097254	NA
T07554	1574408	ccad	Cervus canadensis	wapiti	1	122440739	122440739	XP_043323285	NA
T01009	9823	ssc	Sus scrofa	pig	1	100037271	100037271	XP_020943592	A0A4X1STE5
T02979	419612	cfr	Camelus ferus	Wild Bactrian camel	1	102521783	102521783	XP_032340448	A0A8B8TF93
T07534	9837	cbai	Camelus bactrianus	Bactrian camel	1	105064358	105064358	XP_010947570	NA
T04642	9838	cdk	Camelus dromedarius	Arabian camel	1	105096675	105096675	XP_031321181	NA
T08098	30538	vpc	Vicugna pacos	alpaca	1	102527494	102527494	XP_006209488	A0A6J3B2N1
T03086	9767	bacu	Balaenoptera acutorostrata scammoni	minke whale	1	103014516	103014516	XP_007167470	A0A383YX71
T03090	118797	lve	Lipotes vexillifer	Yangtze River dolphin	1	103077831	103077831	XP_007460798	A0A340XHC7
T05247	9733	oor	Orcinus orca	killer whale	1	101286059	101286059	XP_004280820	NA
T05885	9749	dle	Delphinapterus leucas	beluga whale	1	111174648	111174648	XP_022429339	A0A2Y9N8Q5
T06011	9755	pcad	Physeter catodon	sperm whale	1	102985101	102985101	XP_023983980	A0A2Y9T5A5
T07759	42100	psiu	Phocoena sinus	vaquita	1	116763757	116763757	XP_032507757	NA
T01058	9796	ecb	Equus caballus	horse	1	100052450	100052450	XP_001915574	F7D7Z9
T04644	9798	epz	Equus przewalskii	Przewalski's horse	1	103564222	103564222	XP_008538043	NA
T04645	9793	eai	Equus asinus	ass	1	106836163	106836163	XP_044603231	NA
T02920	109478	myb	Myotis brandtii	Brandt's bat	1	102255287	102255287	XP_005867403	NA
T02992	225400	myd	Myotis davidii	David's myotis	1	102773370	102773370	XP_015421908	NA
T07220	51298	mmyo	Myotis myotis	greater mouse-eared bat	1	118668659	118668659	XP_036189733	NA
T07795	59463	mlf	Myotis lucifugus	little brown bat	1	102435067	102435067	XP_023599708	G1NU79
T05883	291302	mna	Miniopterus natalensis	Natal long-fingered bat	1	107537389	107537389	XP_016068883	NA
T07682	59472	pkl	Pipistrellus kuhlii	Kuhl's pipistrelle	1	118708855	118708855	XP_036276256	NA
T04661	186990	hai	Hipposideros armiger	great roundleaf bat	1	109384957	109384957	XP_019502311	A0A8B7RN00
T05907	9430	dro	Desmodus rotundus	common vampire bat	1	112306209	112306209	XP_024417767	NA
T07222	192404	shon	Sturnira hondurensis		1	118995804	118995804	XP_036914783	NA
T07223	9417	ajm	Artibeus jamaicensis	Jamaican fruit-eating bat	1	119051704	119051704	XP_037004526	NA
T07739	89673	pdic	Phyllostomus discolor	pale spear-nosed bat	1	114488194	114488194	XP_028357667	A0A6J2KQE6
T07912	9423	phas	Phyllostomus hastatus	greater spear-nosed bat	1	123814152	123814152	XP_045687731	NA
T07221	27622	mmf	Molossus molossus	Pallas's mastiff bat	1	118641581	118641581	XP_036134774	NA
T07722	59479	rfq	Rhinolophus ferrumequinum	greater horseshoe bat	1	117012389	117012389	XP_032944508	NA
T02993	9402	pale	Pteropus alecto	black flying fox	1	102884206	102884206	XP_006905250	L5KGC3
T07511	143291	pgig	Pteropus giganteus	Indian flying fox	1	120590754	120590754	XP_039704285	NA
T07815	132908	pvp	Pteropus vampyrus	large flying fox	1	105303482	105303482	XP_011375844	A0A6P3R628
T06036	9407	ray	Rousettus aegyptiacus	Egyptian rousette	1	107512248	107512248	XP_016003077	A0A7J8EJB6
T06054	9974	mjv	Manis javanica	Malayan pangolin	1	108386581	108386581	XP_017500008	NA
T07495	50954	tod	Talpa occidentalis	Iberian mole	1	119238855	119238855	XP_037358837	NA
T07854	42254	sara	Sorex araneus	European shrew	1	101559272	101559272	XP_004601395	NA
T04351	9785	lav	Loxodonta africana	African savanna elephant	1	100670699	100670699	XP_010586531	NA
T05135	9778	tmu	Trichechus manatus latirostris	Florida manatee	1	101358375	101358375	XP_004370719	A0A2Y9D9Z5
T07872	9361	dnm	Dasypus novemcinctus	nine-banded armadillo	1	101414555	101414555	XP_004482120	NA
T01031	13616	mdo	Monodelphis domestica	gray short-tailed opossum	1	100030656	100030656	XP_001380112	F7FUJ2
T07702	191870	gas	Gracilinanus agilis	agile gracile opossum	1	123250386	123250386	XP_044535406	NA
T02286	9305	shr	Sarcophilus harrisii	Tasmanian devil	1	100934547	100934547	XP_012407931	G3VJR4
T05867	38626	pcw	Phascolarctos cinereus	koala	1	110208122	110208122	XP_020841624	A0A6P5K9F6
T01045	9258	oaa	Ornithorhynchus anatinus	platypus	1	100077965	100077965	XP_028904117	A0A6I8NUE6
T01006	9031	gga	Gallus gallus	chicken	1	419081	419081	NP_001026008	Q5ZM69
T07365	9054	pcoc	Phasianus colchicus	Ring-necked pheasant	1	116238653	116238653	XP_031464318	NA
T01523	9103	mgp	Meleagris gallopavo	turkey	1	100541290	100541290	XP_010706419	G1N6G8
T04297	93934	cjo	Coturnix japonica	Japanese quail	1	107317227	107317227	XP_015725157	NA
T06015	8996	nmel	Numida meleagris	helmeted guineafowl	1	110403886	110403886	XP_021263348	NA
T02816	8839	apla	Anas platyrhynchos	mallard	1	101799591	101799591	XP_027311860	NA
T04896	8845	acyg	Anser cygnoides domesticus	swan goose	1	106046784	106046784	XP_013053417	NA
T07966	219594	aful	Aythya fuligula	tufted duck	1	116494370	116494370	XP_032052127	A0A6J3DR97
T01082	59729	tgu	Taeniopygia guttata	zebra finch	1	100226906	100226906	XP_030148014	A0A674HAV6
T05897	40157	lsr	Lonchura striata domestica	Bengalese finch	1	110482516	110482516	XP_021407503	NA
T05755	9135	scan	Serinus canaria	common canary	1	103821292	103821292	XP_009094384	NA
T07277	9160	pmoa	Passer montanus	Eurasian tree sparrow	1	120504696	120504696	XP_039570375	NA
T07590	356909	otc	Onychostruthus taczanowskii	white-rumped snowfinch	1	121344750	121344750	XP_041276916	NA
T07608	221976	pruf	Pyrgilauda ruficollis	rufous-necked snowfinch	1	121348769	121348769	XP_041314578	NA
T03755	48883	gfr	Geospiza fortis	medium ground-finch	1	102041341	102041341	XP_005421683	A0A6I9HHY3
T02815	59894	fab	Ficedula albicollis	collared flycatcher	1	101815076	101815076	XP_005049043	U3KEK2
T02921	181119	phi	Pseudopodoces humilis	Tibetan ground-tit	1	102108547	102108547	XP_005532560	NA
T04864	9157	pmaj	Parus major	Great Tit	1	107208365	107208365	XP_015492201	NA
T05602	156563	ccae	Cyanistes caeruleus	blue tit	1	111938924	111938924	XP_023796656	NA
T03546	181096	ccw	Corvus cornix	hooded crow	1	104694019	104694019	XP_019145733	NA
T05887	164674	etl	Empidonax traillii	willow flycatcher	1	114058103	114058103	XP_027740898	NA
T07911	44394	zab	Zonotrichia albicollis	white-throated sparrow	1	106630383	106630383	XP_014130330	NA
T02856	8954	fpg	Falco peregrinus	peregrine falcon	1	101913205	101913205	XP_013154581	NA
T02911	345164	fch	Falco cherrug	Saker falcon	1	102056974	102056974	XP_005444240	NA
T02912	8932	clv	Columba livia	rock pigeon	1	102083914	102083914	XP_005504135	A0A2I0LNJ2
T05152	188379	egz	Egretta garzetta	little egret	1	104123518	104123518	XP_009634071	NA
T05756	128390	nni	Nipponia nippon	crested ibis	1	104014667	104014667	XP_009465612	NA
T08325	97097	plet	Phaethon lepturus	White-tailed tropicbird	1	104618435	104618435	XP_010282323	NA
T05777	194338	acun	Athene cunicularia	burrowing owl	1	113490137	113490137	XP_026722205	NA
T07816	56313	tala	Tyto alba	Barn owl	1	104364949	104364949	XP_009969953	NA
T06012	9238	padl	Pygoscelis adeliae	Adelie penguin	1	103920658	103920658	XP_009326708	A0A093RND4
T08023	8962	achc	Aquila chrysaetos chrysaetos	golden eagle	1	115338651	115338651	XP_029863230	NA
T04298	2696672	aam	Apteryx mantelli mantelli	North Island brown kiwi	1	106482734	106482734	XP_013795813	A0A8B7IDN9
T07573	308060	arow	Apteryx rowi	Okarito brown kiwi	1	112973308	112973308	XP_025936805	NA
T07556	30464	npd	Nothoprocta perdicaria	Chilean tinamou	1	112954307	112954307	XP_025903257	NA
T07572	8790	dne	Dromaius novaehollandiae	emu	1	112984414	112984414	XP_025958033	NA
T02922	38654	asn	Alligator sinensis	Chinese alligator	1	102374400	102374400	XP_025060599	A0A3Q0GLH6
T03087	8496	amj	Alligator mississippiensis	American alligator	1	102569060	102569060	XP_019331618	A0A151NJ60
T07440	8502	cpoo	Crocodylus porosus	Australian saltwater crocodile	1	109323736	109323736	XP_019410972	A0A7M4E728
T07453	94835	ggn	Gavialis gangeticus	Gharial	1	109298956	109298956	XP_019374940	NA
T02980	13735	pss	Pelodiscus sinensis	Chinese soft-shelled turtle	1	102447842	102447842	XP_006127352	NA
T02989	8469	cmy	Chelonia mydas	green sea turtle	1	102944229	102944229	XP_007065292	NA
T04662	8479	cpic	Chrysemys picta	western painted turtle	1	101944293	101944293	XP_005294429	NA
T07347	34903	tst	Trachemys scripta elegans	red-eared slider	1	117880167	117880167	XP_034631896	NA
T07367	106734	cabi	Chelonoidis abingdonii	Abingdon island giant tortoise	1	116827304	116827304	XP_032640605	NA
T07797	260615	mrv	Mauremys reevesii	Reeves's turtle	1	120399064	120399064	XP_039382881	NA
T01608	28377	acs	Anolis carolinensis	green anole	1	100561285	100561285	XP_008123019	A0A803T3B7
T05000	103695	pvt	Pogona vitticeps	central bearded dragon	1	110090751	110090751	XP_020670198	A0A6J0VDA3
T07740	8520	sund	Sceloporus undulatus	fence lizard	1	121924178	121924178	XP_042311294	NA
T03091	176946	pbi	Python bivittatus	Burmese python	1	103063344	103063344	XP_007432188	NA
T05763	103944	pmur	Protobothrops mucrosquamatus	Taiwan habu	1	107293542	107293542	XP_015678182	NA
T06107	35019	tsr	Thamnophis sirtalis	common garter snake	1	106555387	106555387	XP_013929704	A0A6I9Z089
T07329	94885	pgut	Pantherophis guttatus	corn snake	1	117672957	117672957	XP_034285938	A0A6P9CN87
T07701	61221	vko	Varanus komodoensis	Komodo dragon	1	123031267	123031267	XP_044301954	NA
T06059	64176	pmua	Podarcis muralis	common wall lizard	1	114597802	114597802	XP_028586917	NA
T07275	8524	zvi	Zootoca vivipara	common lizard	1	118077780	118077780	XP_034957397	NA
T04299	146911	gja	Gekko japonicus	Schlegel's Japanese gecko	1	107118672	107118672	XP_015276516	NA
T08213	933632	stow	Sphaerodactylus townsendi	Townsend's least gecko	1	125426856	125426856	XP_048341622	NA
T01010	8355	xla	Xenopus laevis	African clawed frog	1	100381150	100381150	XP_018096991	A0A8J0TXN8
T01011	8364	xtr	Xenopus tropicalis	tropical clawed frog	1	100488846	100488846	XP_031755243	A0A6I8SFY5
T04897	125878	npr	Nanorana parkeri	Xizang Plateau frog	1	108795208	108795208	XP_018421912	NA
T07929	8407	rtem	Rana temporaria	common frog	1	120946932	120946932	XP_040217703	NA
T07950	8384	bbuf	Bufo bufo	common toad	1	121009563	121009563	XP_040298709	NA
T07965	30331	bgar	Bufo gargarizans	Asiatic toad	1	122944173	122944173	XP_044158338	NA
T01004	7955	dre	Danio rerio	zebrafish	1	560807	560807	XP_002666536	A0A8M1RMQ6
T04916	307959	srx	Sinocyclocheilus rhinocerous		1	107732053	107732053	XP_016398774	A0A673IN13
T04917	1608454	sanh	Sinocyclocheilus anshuiensis		1	107684313	107684313	XP_016336033	A0A671SKI3
T04918	75366	sgh	Sinocyclocheilus grahami	golden-line barbel	1	107573071	107573071	XP_016114997	A0A672RJY3
T05134	7962	ccar	Cyprinus carpio	common carp	1	109046078	109046078	XP_018919421	NA
T07313	7957	caua	Carassius auratus	goldfish	1	113119502	113119502	XP_026144818	A0A6P6RI25
T08155	90988	pprm	Pimephales promelas	fathead minnow	1	120493985	120493985	XP_039548968	NA
T08212	75352	mamb	Megalobrama amblycephala	Wuchang bream	1	125273966	125273966	XP_048055836	NA
T04658	7998	ipu	Ictalurus punctatus	channel catfish	1	108260803	108260803	XP_017316887	A0A2D0QF00
T05759	310915	phyp	Pangasianodon hypophthalmus	striped catfish	1	113527548	113527548	XP_026771278	NA
T08004	175797	smeo	Silurus meridionalis	southern catfish	1	124392254	124392254	XP_046714996	NA
T08119	1234273	tfd	Tachysurus fulvidraco	yellow catfish	1	113648820	113648820	XP_027012011	NA
T05042	7994	amex	Astyanax mexicanus	Mexican tetra	1	103036916	103036916	XP_022529830	A0A3B1IEL4
T05787	8005	eee	Electrophorus electricus	electric eel	1	113575057	113575057	XP_026862156	NA
T02386	31033	tru	Takifugu rubripes	torafugu	1	101079691	101079691	XP_029705918	A0A674N152
T04346	99883	tng	Tetraodon nigroviridis	spotted green pufferfish	0	GSTEN00003704G001	NA	CAF89712	Q4TBM0
T04659	215358	lco	Larimichthys crocea	large yellow croaker	1	109141810	109141810	XP_019129121	A0A0F8AFP0
T04920	8208	ncc	Notothenia coriiceps	black rockcod	1	104959170	104959170	XP_010785341	A0A6I9PHS6
T07513	56716	cgob	Cottoperca gobio		1	115018713	115018713	XP_029303756	A0A6J2R0W9
T07331	310571	ely	Epinephelus lanceolatus	giant grouper	1	117255861	117255861	XP_033480981	NA
T07454	160734	plep	Plectropomus leopardus	leopard coralgrouper	1	121952008	121952008	XP_042354450	NA
T07345	283035	sluc	Sander lucioperca	pikeperch	1	116036626	116036626	XP_031136085	NA
T07493	417921	ecra	Etheostoma cragini	Arkansas darter	1	117944731	117944731	XP_034727701	NA
T07494	8167	pflv	Perca flavescens	yellow perch	1	114547565	114547565	XP_028422658	NA
T07457	69293	gat	Gasterosteus aculeatus	three-spined stickleback	1	120825128	120825128	XP_040042484	NA
T07626	134920	ppug	Pungitius pungitius	ninespine stickleback	1	119229670	119229670	XP_037346217	NA
T07309	27706	msam	Micropterus salmoides	largemouth bass	1	119901661	119901661	XP_038573159	NA
T07473	241271	cud	Cheilinus undulatus	humphead wrasse	1	121514189	121514189	XP_041650224	NA
T08233	8177	alat	Acanthopagrus latus	yellowfin seabream	1	119032273	119032273	XP_036977153	NA
T02814	106582	mze	Maylandia zebra	zebra mbuna	1	101473262	101473262	XP_004558773	A0A3P9BUA9
T06104	8128	onl	Oreochromis niloticus	Nile tilapia	1	100702722	100702722	XP_003446525	I3J4V0
T07295	47969	oau	Oreochromis aureus	blue tilapia	1	116329851	116329851	XP_039472088	NA
T02443	8090	ola	Oryzias latipes	Japanese medaka	1	101169035	101169035	XP_023812345	A0A3P9M524
T07439	30732	oml	Oryzias melastigma	Indian medaka	1	112154665	112154665	XP_024141556	NA
T02923	8083	xma	Xiphophorus maculatus	southern platyfish	1	102234057	102234057	XP_005813320	A0A3B5R8H6
T05908	32473	xco	Xiphophorus couchianus	Monterrey platyfish	1	114134727	114134727	XP_027857293	NA
T07363	8084	xhe	Xiphophorus hellerii	green swordtail	1	116730663	116730663	XP_032435913	NA
T05149	8081	pret	Poecilia reticulata	guppy	1	103458579	103458579	XP_008397716	A0A3P9QEI2
T07984	48698	pfor	Poecilia formosa	Amazon molly	1	103149367	103149367	XP_007568539	A0A087YCI7
T08005	48699	plai	Poecilia latipinna	sailfin molly	1	106963219	106963219	XP_014913493	A0A3B3TL94
T08022	48701	pmei	Poecilia mexicana	shortfin molly	1	106920217	106920217	XP_014846578	A0A3B3X496
T07758	33528	gaf	Gambusia affinis	western mosquitofish	1	122822130	122822130	XP_043956493	NA
T06110	28743	cvg	Cyprinodon variegatus	sheepshead minnow	1	107093354	107093354	XP_015243846	A0A3Q2DL28
T07496	77115	ctul	Cyprinodon tularosa	White Sands pupfish	1	119789690	119789690	XP_038150654	NA
T08099	208333	gmu	Girardinichthys multiradiatus	darkedged splitfin	1	124868351	124868351	XP_047221483	NA
T05163	105023	nfu	Nothobranchius furzeri	turquoise killifish	1	107375820	107375820	XP_015800066	A0A1A8A1B2
T05608	37003	kmr	Kryptolebias marmoratus	mangrove rivulus	1	108231830	108231830	XP_017264664	A0A3Q3B6M3
T06063	52670	alim	Austrofundulus limnaeus	annual killifish	1	106510859	106510859	XP_013855044	A0A2I4AHR7
T08042	451745	nwh	Nematolebias whitei	Rio pearlfish	1	119423075	119423075	XP_037546410	NA
T06018	80972	aoce	Amphiprion ocellaris	clown anemonefish	1	111575502	111575502	XP_023136442	NA
T04866	244447	csem	Cynoglossus semilaevis	tongue sole	1	103377254	103377254	XP_008306224	A0A3P8WJU0
T06037	8255	pov	Paralichthys olivaceus	Japanese flounder	1	109633796	109633796	XP_019949442	NA
T07721	28829	ssen	Solea senegalensis	Senegalese sole	1	122778600	122778600	XP_043896622	NA
T07778	8267	hhip	Hippoglossus hippoglossus	Atlantic halibut	1	117752088	117752088	XP_034425143	NA
T08308	195615	hsp	Hippoglossus stenolepis	Pacific halibut	1	118112188	118112188	XP_035017194	NA
T04895	8187	lcf	Lates calcarifer	barramundi perch	1	108876837	108876837	XP_018522116	A0A4W6FW80
T05606	41447	sdu	Seriola dumerili	greater amberjack	1	111238644	111238644	XP_022623973	NA
T06058	302047	slal	Seriola lalandi dorsalis	Yellowtail amberjack	1	111655292	111655292	XP_023262401	NA
T07311	8245	xgl	Xiphias gladius	swordfish	1	120796573	120796573	XP_039995497	NA
T04969	109280	hcq	Hippocampus comes	tiger tail seahorse	1	109529527	109529527	XP_019748514	A0A3Q2YBX5
T05002	150288	bpec	Boleophthalmus pectinirostris	great blue-spotted mudskipper	1	110166494	110166494	XP_020787398	NA
T05607	43700	malb	Monopterus albus	swamp eel	1	109965964	109965964	XP_020466102	NA
T08231	158456	bspl	Betta splendens	Siamese fighting fish	1	114841923	114841923	XP_028983034	A0A6P7KRC9
T04363	8030	sasa	Salmo salar	Atlantic salmon	1	100380763	100380763	XP_014056409	A0A1S3RX71
T05605	74940	otw	Oncorhynchus tshawytscha	Chinook salmon	1	112224278	112224278	XP_042175463	NA
T07259	8022	omy	Oncorhynchus mykiss	rainbow trout	1	110491160	110491160	XP_036803642	Q804Y0
T07892	8017	ogo	Oncorhynchus gorbuscha	pink salmon	1	124004375	124004375	XP_046169199	NA
T07952	8023	one	Oncorhynchus nerka	sockeye salmon	1	115118700	115118700	XP_029503249	NA
T05762	2691554	salp	Salvelinus sp. IW2-2015	Arctic char	1	111957654	111957654	XP_023834329	NA
T07522	8040	snh	Salvelinus namaycush	lake trout	1	120024897	120024897	XP_038825177	NA
T04894	8010	els	Esox lucius	northern pike	1	105012408	105012408	XP_010871532	A0A6Q2YIZ5
T04919	113540	sfm	Scleropages formosus	Asian bonytongue	1	108920199	108920199	XP_018584302	NA
T05788	1676925	pki	Paramormyrops kingsleyae		1	111854241	111854241	XP_023687776	NA
T07545	7936	aang	Anguilla anguilla	European eel	1	118229973	118229973	XP_035278488	NA
T07349	7918	loc	Lepisosteus oculatus	spotted gar	1	107077190	107077190	XP_015201310	W5N0Q0
T07273	7913	pspa	Polyodon spathula	Mississippi paddlefish	1	121306985	121306985	XP_041094971	NA
T07327	7906	arut	Acipenser ruthenus	sterlet	1	117413166	117413166	XP_033877842	NA
T02913	7897	lcm	Latimeria chalumnae	coelacanth	1	102361643	102361643	XP_006009511	H2ZV67
T03088	7868	cmk	Callorhinchus milii	elephant shark	1	103179204	103179204	XP_007892535	A0A4W3HJK8
T06055	259920	rtp	Rhincodon typus	whale shark	1	109939047	109939047	XP_020392922	NA
T01074	7739	bfo	Branchiostoma floridae	Florida lancelet	1	118425643	118425643	XP_035690512	NA
T07532	7741	bbel	Branchiostoma belcheri	Belcher's lancelet	1	109478952	109478952	XP_019636328	A0A6P4ZHS4
T01056	7719	cin	Ciona intestinalis	yellow sea squirt	1	100187498	100187498	XP_018668823	NA
T07291	7725	sclv	Styela clava	leathery sea squirt	1	120346700	120346700	XP_039272445	NA
T01019	7668	spu	Strongylocentrotus purpuratus	purple sea urchin	1	587808	587808	XP_792609	NA
T05078	133434	aplc	Acanthaster planci	crown-of-thorns starfish	1	110983303	110983303	XP_022098145	A0A8B7Z048
T04123	10224	sko	Saccoglossus kowalevskii	acorn worm	1	100376565	100376565	XP_006814765	NA
T00030	7227	dme	Drosophila melanogaster	fruit fly	0	Dmel_CG8362	41174	NP_649926	Q9VH94
T01060	7220	der	Drosophila erecta		1	6551233	6551233	XP_001978345	B3NXA0
T01064	7238	dse	Drosophila sechellia		1	6616227	6616227	XP_002040592	B4IA32
T01065	7240	dsi	Drosophila simulans		0	Dsimw501_GD25830	NA	KMY93250	B4QDD4
T01068	7245	dya	Drosophila yakuba		0	Dyak_GE24653	NA	EDW96864	B4PLF7
T01059	7217	dan	Drosophila ananassae		1	6498363	6498363	XP_014762093	B3MM87
