mtorpathway	NA 1017 898 5111 7341 1647 6597 6602 8289 6599 6601 6598 6605 60 5970 1386 3725 3146 8850 1387 2861 2776 2792 2782 331 329 330 2957 2908 2962 2959 2971 2960 5430 2770 5170 84152 5071 993 2149 9002 1019 595
lectinpathway	25 NA 847 1641 4186 6249 5649 7804 8851 1020
pelp1pathway	6626 6631 6627 6625 6629
raspathway	NA 4790 4174 5465 4878 834 5170
badpathway	4174 25942
npp1pathway	9734 8554 5901 NA 10013 7341 9759 4193
her2pathway	3690 30818 5216 1729 4286 2033 4174 5465 NA 5156 5154 2810 1950 1956 1901 2782 2792 2770 5170 25942 7706 1390
rhodopsinpathway	1108 53981 29894 NA 51692 3661 1107 3660 10898 3659 3662 3663
chemicalpathway	23764 NA 7048 3122 10621
tercpathway	3552 5583 NA 5588
cd40pathway	4205 NA
parkinpathway	3949 51360 22937 10093 8720
mitochondriapathway	NA 3838 5901 3837 10204 3381 56172 2902 6696 1282 1284 1285 1286 1287 1288 249 5167
plk3pathway	7535 2547 6955 6957 919 917 916 915 3122 3123 920 3932 23764 NA 7013 7048 7015 7520 5788
btg2pathway	
ctla4pathway	
vegfpathway	NA 1432 4174 7832 7422 7132 6597 5170 25942 6469 5727 7248 4082 10213
gabapathway	NA 408 160 1173 5894 5604 5605 5595 5594 2176 10575 2175 2178 2792 2782 2188 2189
carmerpathway	
etspathway	
rac1pathway	3065 9611 9318 207 624 6601 6599 589 4846 857 5689 6602 6605 7421 5335 5170 2885 NA 6464 7223 6654 9031
nos1pathway	8411 5164 3688 6464 6654 2885 356 3611 5868
leptinpathway	4118 3479 3480 3667 6927 6722
sprypathway	4286 2033 839 842 838 840 843 841
ranpathway	842 2157 NA 841 843
p35alzheimerspathway	5903 2959 5905 5902 2971 2962 2957 2960 5901 6256 5914 NA
d4gdipathway	
no2il12pathway	695 160622 7410 5727 983 891 7514 4331 4067 902 1022 375
tgfbpathway	NA 773 4086 3976 7984 4089 7204 1839 3479 1489 4091 5579 9138 4090
cdmacpathway	85409 NA
hbxpathway	1910 2488 10664 613 973 974 NA 2308 1017 8900 2492 2782 2792 7048 7046 393 9457 919 3122 920 3932 6955 6957 917 916 915 3123 57576 4842 1487
actinypathway	
plcpathway	4174 6597 NA 5170
classicpathway	1641 4186 6249 NA 8851 1020
ucalpainpathway	NA 655 653 6667 2353 3725 1050 652 53615
tidpathway	8394 5578 2353 486 3725 NA 8395
dnafragmentpathway	2903
ranbp2pathway	NA 7088 6927 3065 7471 4040 8321 1487 1499 1387 4089 10023 8945 51701 5467 10454
acetaminophenpathway	
cdk5pathway	
il6pathway	3563 3562 1439 3560 3716 3559 3561 3718 3558 9111 NA 2556 22806 9021 8651
reckpathway	NA 387 5829 7094
ahrpathway	
igf1mtorpathway	2354 3727 1030 7057 948 2534 5288 672 4687 2357 2782 2792 2769 5170 NA 84152 25942 993 1813 156 23413 5071 2861 1869 5925 7027 25 3065
il1rpathway	333929 5034 3569 3570 10128 10461 3280 2056 NA 3091 85409 841 2792 2782 444 23426 6622 405 1385 2033 10987 3725 23493 7248 7319 8837 2099 10498
cdc42racpathway	2066 5468
pyk2pathway	5879 3672 1910 NA 10498 3276 8850 5689 3717 8289 22938 7249 5469 2099 27043 6714 6597 5829 7094 6709 3688 7430 2776 8202 10499 8648 5649 1600 7436 7275 2792 919 3122 920 3932 6955 6957 917 916 915 3123 5747
ifngpathway	2206 2554 2555 2556 2557 2558 2559 NA 2207
at1rpathway	2554 2555 2556 2557 2558 2559 10243 4286 2033 5689 3164 6597
apppathway	
tcrapathway	5731 NA 56924 274 8874
dreampathway	
atrbrcapathway	7013
barrmapkpathway	NA
nfkbpathway	23512 10499 5469 5468 6256 3665 2146 648 1911 5467 5465 6015 8535 3664 8726 7528 1147 NA
bcrpathway	1910 NA 2554 2555 2556 2557 2558 2559 10243 8729 6597 2308 1017 8900 6667 2353 3725 1050 919 3122 920 3932 6955 6957 917 916 915 3123
rbpathway	2620 NA 58 10621 1072
stat3pathway	NA 835 58155 836 5725 834
intrinsicpathway	7145 NA 2244 2243 2266 463 710 7791 5627 2147 196 5624 3320 9049
mef2dpathway	NA 2776 2792 2782 10672 2768 3667 56924 2280 8301 160 1173 5585 274 7297 6597 29924 2060 51411 1759 7248 7249 8874 6009 5731
prc2pathway	6498 4088 4089 324 999
smrtepathway	8648 7025 10891 10370 NA 1975
ecmpathway	1965 6597 5170
calcineurinpathway	6597 NA 8729
akap13pathway	
malpathway	23523 5000 NA 4286 2033 23595 4998 4999 5001 23594 990 81620 1965 10753 3164 898 1017 1027 3065 3066 4209 5530 5532 5533
gleevecpathway	5175 55557 1385 1021 896 NA 1958 3717 1019 894 2460 3716 3459 5156 5154 983 8900 1869 5933 1574 23426 2099 10498 2033 2776 1234 6351 1495 1031 595 58 1499 7414 958 959 1022 902
fibrinolysispathway	5913 NA 1956 196 284602 3672 3688 1605 6714 5747 5829 9815 1756 58 2017 4593 1855 405 3320 9049 7402
pparapathway	2099 4801 4800 4084 4149 4609 7157 6667 7015 7593 4802 3065 6670
il7pathway	3159 6778 3565 1051 3718 3716 3561 3566 NA 2885 3497 3562 1439 3563 2208
ndkdynaminpathway	51176 NA 545 11277 472 10524 8295 5308 94274 8861 1387 2033 3065 2776 6667 2353 3725 1050
nfatpathway	7052 1284 NA 8729 4174 6672 581 5465 11200 5170 1813 156 23413 5912 6256 23411 3553 5054 5371 7341 1285 5333 10395 1282 1286 1287 1288 51196 545 11277 472 5731 10411 154 2778 107 25942 1616 7157
no1pathway	5710 4174 5663 7832 28514 NA 7422 5691 5170 7248 6667 2353 3725 1050 10213 5682 6185 5709 5718 5717 6184 5692 5693 5694 5695 5683 5684 5685 5686 5687 5688 5689 5690 6469 5295 6597 25942 5727 4082 3516
setpathway	NA 2904 2905 4609 2906 4792 2195 2903
nthipathway	8600 2355 10747 3454 3455 5901 NA 9759 56992 3838 3837 4926 22974 10379 3456 6622 8792 3065 7341
ck1pathway	NA 2908
stathminpathway	3593 894 891 3592 816 902 898 8900 896 817 818 595 NA
carm1pathway	2778
hivnefpathway	NA 23764 8661 1965 8894 1968 1973 1974 1981 1982 8672 1977 9669 1963 1983 10461 821 26232 6500 9978 8454 10055 7329 23193 3692 2057 3717 2056 10477 29927 56886 1964 9695
myosinpathway	1386 27043 NA 2101 2099 144195 7533 10014 1387 6613 6612 2002 6722 6714 10390 10891 5465 5154 5156 7222 3146
pitx2pathway	814 NA 712 713 714 3458 8106 5576 914 919 1453 10914 5737 3925 4214 5739 2911 5575 5577 5573
arenrf2pathway	
npcpathway	23647 NA 2792 2782 2778 23705 4193 7341 595 1019 1021 6198 5156 1027 9063
fosbpathway	NA 9782 6421 4841 103
ngfpathway	7319 NA 1910 6597 2554 2555 2556 2557 2558 2559 10243 1017 8900 393 919 3122 920 3932 6955 6957 917 916 915 3123 5928 5931 3066 3065 7528 8726 23512 2146 7337
deathpathway	NA
cardiacegfpathway	85409 NA 4286 2033 9734 4208 6597 6622 1499
proteasomepathway	3458 3459 2460 3717 30851 NA 7048 7046 6900 10083 8825
hcmvpathway	4904 919 6955 6957 917 916 915 2776 7852 155971 613 973 974 NA 841 843 8743 941 940 2792 2782 4174 2770 942 3702 6387 1493 5170 5155 25942 23308 29851 3123 3122
mhcpathway	3594 3595 NA 6262 1742 6541 2776 2782 2792 7135 6775 4842 2902 5350
rnapathway	NA 6622 11258 7478 56992 6714 1768 85409 1499 1769 7479 1767
metpathway	7099 4615 3654 7189 1147 4214 9448 NA 8772 8717 8737 567 4286 2033 9421 4174 10846 3105 3554 4803 4804 811 10014 4208 10454 6885 284217 3606 6256 5468 7124 4593 5913 6714 1146 1140 284602 4790 5970 2556 3824 3821 3822 3823 8302 25942
pparpathway	2688 4088 4089 1956 10461 2033 1387 2690 572 NA
cb1rpathway	
tall1pathway	3020 NA 3084
barrestinpathway	NA
mprpathway	2908 6502 6500 1163 8454 9978 4738 9040 7097 4615 4137 NA 1027 5970 4792 1020
il12pathway	1385 7514 551 10542 2778 10461 NA 2185 6714 2792 2782
smpathway	9611 5469 10011 NA 8204 2033 1387
lis1pathway	5598 8932 4152 5607 9219 NA 3065 3066 5931 5928 53615 10284 8819 4204 9175 1050 58 4118
igf1rpathway	331 329 330 2792 2782 154 2778 3567 NA 301 6927 6722 2625
edg1pathway	4174 5170 25942
telpathway	940 3654 186 147 NA 3358 2215 5029 1234 2214 2357 7852 11213 914 3656
sumopathway	7278 7846 84254 NA 7277 3021 10645
ceramidepathway	4593 5913 6714 1146 1140 284602 85409 1499 284217
akapcentrosomepathway	
mapkpathway	3122 3123 NA 5244 578 3105 567 6774 4661 10105 638 598 596 317 5241 6714 5908 730 4363 10487 581 6890 5781 1398 6891 4654 9131 54852 2782 2792 2770 5906 1793 56616 2549 2889 3082 10461 5829 5747 2185 5921 4254 2778 6654 2885 972
p53pathway	4633 6093 1072 4660 1729 5216 3984 4638
parkinsonspathway	10094 10552 10109 10095 10096
epopathway	3315 54205 3594 3595 NA 7297 3717
cdc25pathway	2620 NA
p27pathway	23225 9612 8021 5903 23636 9972 1104 5901 NA
ctcfpathway	672 5170
fmlppathway	NA 718 9918 10087 5577 5585 1033 5581 5528 10142 1482 2626 5567 5568 5576 5571 10270 629 8729 4879 5199 2099 27043 6714 1655 11214 9241 8717 8567 330 8737 7186 8738 7124 10298 2768 5689 1386 5981 7048 7046 727
tnfr1pathway	1385 4207 NA 4208 4209 4772
mrppathway	NA 9252 3315 3150 9261 1649
hswisnfpathway	NA 2152 356 355 1616 8772 11124 843 7035 8767 2767
gsk3pathway	1812 2792 2782 8717 715 716 712 713 714 85409 4174 3458 8106 914 919 1453 NA 10914 5737 4214 5739 6622 1813 5170 25942 156 23413 2911 1499
mcmpathway	1977 1978 1973 1981
cpsfpathway	
eif2pathway	
trkapathway	NA 6597 4193 5170 25942 142 4174 4926 5580
crebpathway	4800 NA 4174 5170 6667 2353 3725 1050
pcsynthesispathway	NA
raccpathway	1445 3091 5290 405 NA 5295 7248 7832 10213 4082 7422
eicosanoidpathway	
cftrpathway	3091 405
sppapathway	NA 3320 5970 7124 3630 5567 5568 5573 5575 5576 5577 6667 3303 5154 65003
mbdpathway	8714 8647
pkcpathway	NA 6612 6613 7341 8717 7186 7124 8738 10010 835 8737 7132
cxcr4pathway	6597
dbpbpathway	
arfpathway	5216 10846 8394 8395 2782 2793 5468
pdgfpathway	6626 6631 6625 6627 6629 1910 NA 5928 5931 3066 3065 7528 8726 23512 2146 8125 2554 2555 2556 2557 2558 2559 4905 11337 29979 6418 284217 10243 10657 5921 7307 6502 6500 8454 997 6597 1017 8900 919 3122 920 3932 6955 6957 917 916 915 3123
antisensepathway	
fcer1pathway	3654 4615 51284 8544 4593 5913 6714 1146 1140 284602 2309 7533 2554 2555 2556 2557 2558 2559 10243 3604 10787 2782 NA 2792 2778 8744 7186 1574 6597 5688 2776 1234 6351 3672 3688 1605 5747 5829 9815 1756 58 2017 7402 10097 10096 10552 10095 10109 10094 10093 8976 284217 2868
tnfr2pathway	155971 5599 4205 NA
faspathway	3717
gata3pathway	2782 2792 2770 186 332 4638 NA 551 51341 5977 29760 613 973 974 695 4067
irespathway	8672 1982 1981
gpcrpathway	8717 8567 330 8737 7186 8738 NA 7124 9530 8729 406 8844 2778 2099 27043 6714 6597 5187 10270 51085 154 2792 2782 5567 5568 5573 5575 5576 5577 7430 9368 9575
dsppathway	
rhopathway	7224 9132 5694 3786 7225 5693 NA 59341 3785 7223 1965 56479 7222
aifpathway	
hdacpathway	2099 27043 6714 2021 8718 2353 3725 1385 NA 3146 3148 790 5170 25942 8717 8772 7186 8737 841 843 4174 23405 27161 4986
salmonellapathway	2066 3065 9611 9318 4908 983 2768 NA 51474 10672 1018 10253 6720 10251 6721 1019 81848 1017 10252
fbw7pathway	9612 5903 8021 23225 23636 9972 5901 NA
tertpathway	93486 NA 7325 5581 10163
eradpathway	
ifnapathway	5055 NA 23537 7317 2207 2205 2206 2554 2555 2556 2557 2558 2559 6850 4067
alternativepathway	
notchpathway	1399 NA 2776 2185 6714 2460 5731 8772 5732
bard1pathway	
pcafpathway	8936 998 NA 8976 10097 10096 10552 10095 10109 10094 10093
erbb3pathway	
ptdinspathway	3654 4615 51284 4174 6672 NA 4792 5970 9020 114609 23643 7099 54472 5610 1813 156 23413 10333 7097 929 7098 54106 5465 6597 25942 6885 10454 23118 51295
s1ppathway	1024 338455 8655 NA 9133 1021 1020 1022
pgc1apathway	30011 867 8717 8567 330 8737 7186 8738 NA 7124 2149 1956 6714 9530 9002 2770 2782 2792 1950 6774 7297 2475 5914 6256 7704 27161
ptenpathway	7057 948 2534 4615 3654 929 NA 7097 6597 6602 8289 6599 6601 6598 6605 60 2353 3725 7189 4914 4803 5170 4352 6774 6772 2002 7173
tollpathway	333929 6387 6351 NA 116985 3717 394 55738 50807 395 4688 3664 8853 10928 26286 116984 8517 1906 3066 3091 2792 2782 3716 3164 1123 10014 3718 1147 7248 7319 3551
longevitypathway	4175 4094 4172 5829 5747 7094 23209 3672 3688 NA 4176 58 5170 25942 4174 4998 4999 23595 5000 5001 23594 990 81620 4171 4173 4254 898 1017 1027
eif4pathway	6672 5288 6597 6602 8289 6599 6601 6598 6605 60 331 329 330 5170 NA 5970 1386 3725 3146 84152 1869 5925 7027 25 3065
tcrpathway	1910 56924 1408 11014 85409 NA 8729 8301 160 1173 5465 274 27128 6622 9266 8874 7248 284217 8717 8567 330 8737 7186 8738 7124 10298 9265 3909 3915 10319 1407 6597 1017 8900 5731 10565 393 919 3122 920 3932 6955 6957 917 916 915 3123 85407
plcdpathway	7341 10054 7329 10055
ccr3pathway	NA 27043 1387
wntpathway	NA 8717 715 716 712 713 714 3458 8106 914 919 1453 11184 10914 4000 5737 4214 5739 9448 2911 4001 84823
tubbypathway	NA
melanocytepathway	4593 5913 6714 1146 1140 284602 4286 2033 9734 4208 1173 8301 1482 160
il10pathway	6197 1499 51176 2697 929 1962 2770 2782 2792 2885 6654 3654 23643 114609 7099 54472 4615 5610 5649 1600 7436 2690 3717 2688
mta3pathway	2274 6626 5319 6117 6872 4293 5599 2033 7157 3486 8569 3090 8550 5243 NA 7319 3091
erbb4pathway	
par1pathway	3439 2975 27043 1965 8894 1968 NA 9330 9328 5611 6741 9329 55814 2972 2908 3456
il22bppathway	355 8772 1616 4217 841 1482 6722 2626 3315 58 84525 356 NA 835 7124 8717 8737 330 7185 7186 8738
cellcyclepathway	
sam68pathway	627 NA 5215 4803
agrpathway	4286 2033 3164
mitrpathway	4586 3553 NA 7048 7046 2033 1387 5970 1285
eponfkbpathway	6622 85409
pmlpathway	7157 5925 NA 7015 7011 3845 2547 7520 596 5430 7012
stresspathway	815 333929 6615 6591 3039 4207 51807 NA 3040 84790
akap95pathway	
atmpathway	7013
huntingtonpathway	55294 6500 8454 997 355 1616 8772 843 356 11124 5783 NA 898
cskpathway	3091 405
ionpathway	6597 1973 1977 8661 1981 1982 8672 NA 3604
plateletapppathway	7341 NA 6612 10054 6613 10055 7329
efppathway	
aktpathway	154 2778 2792 2782 4174 5170 25942
ghpathway	6778 9475 NA 2166 1268 10498 2033 1387 23426 2099 8202 6256 5914 1385 1269 1950 1956 331 329 330 6597 1666 5430 2962 2971 2957 2960 2908 6667 2353 3725 1050
erkpathway	10298 4286 2033 9734 4208
ps1pathway	NA 8717 715 716 712 713 714 5731 3458 8106 914 919 1453 11184 10914 4000 5737 4214 1399 5739 9448 2460 5732 8772 2911 9093 4001 84823
integrinpathway	3674 16197 3561 3716 27043 2534 3688 3672 857 1965 7414 5829 7094 5747 9564 NA 7791 1445 58 7145 823 3718 3643 10454 6885
chrebppathway	3091 405
vobesitypathway	6416 NA 6885 5609 4217 5604 5605
vdrpathway	NA 1134 23205 1128
41bbpathway	3040
il2rbpathway	1387 1385 3479 3480 3064 4286 2033 4174 2908 7533 5465 NA 2460 3716 3717 3459 331 329 330 6773 6772 6767 5170 1977 1981 1973 26986 4763 6597 6602 8289 6599 6601 6598 6605 60 3586 3456 7297 3455 3454 25942 3587 3588
botulinpathway	
keratinocytepathway	NA 729 730 731 732 733 735 51422 85409 4153 7186 4217 8737 5648 10747 356 355 1616 6622 6667 2353 3725 1050 284217 5562 7124 56992 1975 3204 23493 1499 5563 5564 5565 5571
il2pathway	4763 3315 54205 356 355 2908 6597 6602 8289 6599 6601 6598 6605 60 3594 3595 NA 7297 3717 7867
egfpathway	NA 3559 6597 284217
plcepathway	608 7189 7188 7187 10673 5533 23495 7186 8741
tffpathway	23764 85409 4286 2033 9734 4208 4174 7048 NA 7042 6622 5170 23665 7040 3122 25942 1499
ptc1pathway	4049 7186 5970 NA 7185 7187 10010 7133 8993 8737
anthraxpathway	
mcalpainpathway	6194 8661 NA 2099 9687 1975 57504 7025 5174 6667 2353 3725 1050 53615
crempathway	2908
p38mapkpathway	7804 7077 NA 1026 4323 5649 1600 2690 3717 598 7025 8434 8851 1020 408 7436 472 7533 7079 7076 5914 6256 10298 2957 2908 2962 2959 2971 2960 5430 2534 8202 8850 10499 8648 5923 4661 4792 5970 7078 1111 8841 9612
