"gene_set","p.geomean","stat.mean","p.val","q.val","set.size","DCIS_1","DCIS_2","DCIS_3","DCIS_4","DCIS_5","DCIS_6"
"hsa00900 Terpenoid backbone biosynthesis",0.322856932958908,0.258828356043888,0.270884133227036,0.621693363303779,14,0.137235286547994,0.666544429915385,0.701236602923259,0.0668186229776682,0.641502563076611,0.411912820569687
"hsa03320 PPAR signaling pathway",0.368979092201114,0.244859867708744,0.275066317347533,0.621693363303779,61,0.447979103072653,0.713498558903868,0.54336175183764,0.182289056040864,0.200054681455734,0.398438515078347
"hsa04910 Insulin signaling pathway",0.366719402315519,0.243556744704584,0.275876429966052,0.621693363303779,131,0.435643518692094,0.432473528679927,0.644764842617763,0.508081554341727,0.421863276882908,0.0934127253984802
"hsa04660 T cell receptor signaling pathway",0.299546836615332,0.210288679814697,0.304806199901256,0.67734711089168,104,0.82103429849361,0.605228834539269,0.0301447235108848,0.638713921011733,0.128676416773372,0.586801032348027
"hsa04977 Vitamin digestion and absorption",0.36638403354656,0.198999784567032,0.317018264454095,0.694834552228154,18,0.406423124829446,0.661082614645953,0.632644652163354,0.645355009338291,0.214801076577696,0.102657364372409
"hsa04140 Regulation of autophagy",0.399358433334181,0.184788928246069,0.327317745011257,0.700483803053426,26,0.165061151759699,0.374031711445572,0.651348729200509,0.437271196140136,0.3787636491123,0.60910355098236
"hsa04664 Fc epsilon RI signaling pathway",0.320963912944388,0.177330881942585,0.333544986813381,0.700483803053426,75,0.660183217993439,0.81013110043885,0.0367257788245298,0.739985355993648,0.292324952994658,0.257310448880091
"hsa04920 Adipocytokine signaling pathway",0.384366717672911,0.173235793623312,0.33634611304254,0.700483803053426,63,0.623086188408511,0.187884931935092,0.693138763901477,0.649770246237623,0.203628878366877,0.300341397150006
"hsa04350 TGF-beta signaling pathway",0.349562541354568,0.173045818266054,0.337107830219461,0.700483803053426,78,0.0499698566994882,0.64520698999059,0.780397547656203,0.328336096992763,0.369654638450014,0.597463629897489
"hsa00330 Arginine and proline metabolism",0.413607161903102,0.16249087375804,0.346135930113575,0.710022420745796,45,0.418248865790856,0.204993549006677,0.566765065566814,0.316843370268372,0.624609210936456,0.520591716575376
"hsa00350 Tyrosine metabolism",0.399924096721147,0.157229474943795,0.350961176665621,0.710807446411385,37,0.563918441905997,0.193567837960866,0.317396795823046,0.545321761308651,0.754975287245434,0.286832154856777
"hsa03015 mRNA surveillance pathway",0.383161392316375,0.14112863092551,0.364828290972002,0.729656581944005,65,0.227637735196926,0.31442870515737,0.872958867008284,0.589365565283928,0.183965295333288,0.467099682890758
"hsa04973 Carbohydrate digestion and absorption",0.320188968754957,0.127948058748373,0.379453081711387,0.749536951528666,36,0.934873087767436,0.586134048686981,0.208585503157685,0.515539157503346,0.549568887875355,0.0332751994063252
"hsa04972 Pancreatic secretion",0.379406458908822,0.101871299515981,0.402224191241352,0.784827690227029,86,0.624599389372424,0.83907640028532,0.446189331203236,0.371465950020489,0.522860921539134,0.0656751209550706
"hsa04964 Proximal tubule bicarbonate reclamation",0.354571897576513,0.0890247523124691,0.414626764861128,0.799280510575668,22,0.223287654726428,0.346206439144013,0.695970758229705,0.505070319755584,0.935817348035311,0.0781433604661502
"hsa04722 Neurotrophin signaling pathway",0.464001347188126,0.0509005255316385,0.450463007526265,0.858024776240505,118,0.657536604564653,0.516781648379017,0.310221373696827,0.610928848345324,0.402146711904743,0.385337752028828
"hsa00601 Glycosphingolipid biosynthesis - lacto and neolacto series",0.45927261261636,0.0258474013807714,0.473960971603325,0.877299456166475,24,0.795613135435855,0.552126575332542,0.420647218385637,0.289583219704614,0.529847364166174,0.331009533144
"hsa00564 Glycerophospholipid metabolism",0.457783629028705,0.0254418359792646,0.475352761241781,0.877299456166475,63,0.704339274954775,0.240378499199536,0.465960643776587,0.597113399046162,0.645345131477049,0.30275123903672
"hsa00052 Galactose metabolism",0.466700943459343,0.0177875553169447,0.482745747716597,0.877299456166475,25,0.734247403114886,0.649957119137067,0.369098007557736,0.395112765364875,0.519703642652618,0.285684334134972
"hsa00620 Pyruvate metabolism",0.428193405959655,0.0170519615022464,0.484777852074815,0.877299456166475,33,0.0871884019120661,0.625734392480657,0.565232350829654,0.430251243445533,0.644589270097684,0.720707248625112
"hsa00120 Primary bile acid biosynthesis",0.454625836223512,0.0108364408383101,0.487997822492602,0.877299456166475,14,0.406664330988418,0.847822689057243,0.334228396966245,0.266352602880341,0.506475038297182,0.567969773508099
"hsa03020 RNA polymerase",0.431759635078476,-0.000929669729572221,0.502579559119081,0.893474771767254,22,0.660041695487929,0.0986828875651534,0.710959284501914,0.706647644524858,0.34162164647383,0.579490046244954
"hsa00270 Cysteine and methionine metabolism",0.443165113589968,-0.0255033476671973,0.525926074448546,0.911193697629763,30,0.492028188620083,0.0973779797383266,0.556319256250614,0.568722489263976,0.62369278031206,0.80121197826906
"hsa00910 Nitrogen metabolism",0.455838679000926,-0.0293161210936895,0.527418352024623,0.911193697629763,22,0.324499887449594,0.254212781474747,0.368052147605551,0.77399370538454,0.83620756765644,0.456556182769409
"hsa00140 Steroid hormone biosynthesis",0.431548793753919,-0.0337589341656491,0.532643361864421,0.911193697629763,40,0.891606914113855,0.684662435607386,0.607704653450066,0.123467207315268,0.404407704653471,0.348711207577264
"hsa00592 alpha-Linolenic acid metabolism",0.490784062917643,-0.0365637039258637,0.535326297357486,0.911193697629763,15,0.646892521363996,0.422834355330285,0.675199854352244,0.273248517569599,0.436576700718991,0.634292539960071
"hsa00670 One carbon pool by folate",0.501755701725465,-0.0517213234871243,0.549321462780592,0.92517298994626,14,0.599968249070569,0.383514515616707,0.462167402381161,0.454778330456772,0.768132862724537,0.429544739494236
"hsa03018 RNA degradation",0.428656106026908,-0.098106262607135,0.594753786020994,0.968800581016814,50,0.584585567283802,0.0812385589611936,0.876264336004623,0.810737757619851,0.313143820814915,0.587197779551208
"hsa04614 Renin-angiotensin system",0.501983906038898,-0.100833339754187,0.595039429939494,0.968800581016814,16,0.408045134270789,0.847068497508472,0.446820671392539,0.686871583475081,0.342280721198153,0.440677404230538
"hsa00514 Other types of O-glycan biosynthesis",0.482867190896105,-0.105604627381971,0.601239543565581,0.968800581016814,25,0.716183991678983,0.717621332298536,0.626161234729521,0.220372493713166,0.734227418016967,0.243428865336605
"hsa04320 Dorso-ventral axis formation",0.509291296063383,-0.110821637254134,0.606028979867249,0.968800581016814,18,0.52964797853161,0.699351810840781,0.395331116494469,0.588290108233551,0.769695280079908,0.263174091803531
"hsa00053 Ascorbate and aldarate metabolism",0.505137156568537,-0.118944331119945,0.611296189693574,0.968800581016814,10,0.25780270350785,0.788502854445294,0.699871300713611,0.431932608445116,0.664213490919561,0.407027061830209
"hsa00534 Glycosaminoglycan biosynthesis - heparan sulfate",0.525528530951138,-0.120221123191002,0.614538817334782,0.968800581016814,20,0.441077090468532,0.734958760463816,0.474515226456259,0.540155217166722,0.35410490485404,0.715977955314018
"hsa04976 Bile secretion",0.499723495824328,-0.122534645337819,0.617610370398219,0.968800581016814,64,0.667609399477584,0.590555851646164,0.582409537390351,0.400822999097916,0.825907978198541,0.204871913564487
"hsa04744 Phototransduction",0.538096515931396,-0.133099019340409,0.62651136921408,0.973221544410222,25,0.733916847255357,0.657115130648093,0.446512623407218,0.416476997830415,0.490867841100355,0.551421142807497
"hsa04974 Protein digestion and absorption",0.44081827146191,-0.152927438477987,0.644637069267093,0.991749337333989,69,0.132112383762062,0.760656358868925,0.922486873682125,0.304437612383057,0.32203107446937,0.807363685180905
"hsa04720 Long-term potentiation",0.523265471798884,-0.168354026286236,0.659516004075868,0.999999999971506,64,0.316286162753336,0.664236596281772,0.751533078300824,0.762665033250777,0.290726909948111,0.586357264363869
"hsa04012 ErbB signaling pathway",0.544916996474443,-0.219116486096424,0.703949338267105,0.999999999971506,82,0.707244253576128,0.714273790445386,0.683400902293626,0.512721553441591,0.682886590900954,0.21659193230734
"hsa04370 VEGF signaling pathway",0.538515927202658,-0.224954918281911,0.708370090430677,0.999999999971506,69,0.88202809069284,0.642832102949608,0.278206160006401,0.685554680511441,0.548799405295174,0.410949888778811
"hsa04730 Long-term depression",0.537602100477002,-0.226069898315921,0.709125179232577,0.999999999971506,65,0.396812281188028,0.89198564466293,0.631697624462183,0.733054314185871,0.34905785274359,0.421968430878077
"hsa00360 Phenylalanine metabolism",0.452992248430674,-0.257502381305526,0.726745335115363,0.999999999971506,16,0.695239235116701,0.15817121299018,0.276423360137921,0.886026489430133,0.963065611674213,0.333123737767844
"hsa04742 Taste transduction",0.52047933784633,-0.261430365942299,0.736832109988012,0.999999999971506,32,0.886813049266841,0.852785905862428,0.184013780971747,0.527246501195504,0.458654596442016,0.590743655209486
"hsa04062 Chemokine signaling pathway",0.399186309335913,-0.277080171905138,0.750264412166248,0.999999999971506,164,0.773087866452347,0.98409031642858,0.142437667305525,0.910154652533816,0.101122624878287,0.405696847477833
"hsa04010 MAPK signaling pathway",0.418439994028482,-0.287094084594911,0.758753601992597,0.999999999971506,244,0.813651458253649,0.476729767197439,0.417964172028291,0.96571987312811,0.84550682034499,0.0405490894627378
